booking_id,number_of_adults,number_of_children,number_of_weekend_nights,number_of_week_nights,type_of_meal,car_parking_space,room_type,lead_time,market_segment_type,repeated,p_c,p_not_c,average_price,special_requests,date_of_reservation,booking_status 
INN32951,1,0,1,1,Meal Plan 1,0,Room_Type 1,8,Online,0,0,0,103.0,1,2018-11-14,Not_Canceled
INN32952,1,0,0,1,Not Selected,0,Room_Type 1,1,Online,0,0,0,140.0,1,2018-11-04,Not_Canceled
INN32954,2,0,0,3,Meal Plan 1,0,Room_Type 1,122,Online,0,0,0,68.0,0,2018-12-08,Not_Canceled
INN32956,2,0,2,1,Meal Plan 1,0,Room_Type 1,219,Online,0,0,0,96.3,1,2018-10-29,Canceled
INN32959,2,1,0,1,Meal Plan 1,0,Room_Type 1,160,Online,0,0,0,145.8,2,2018-09-30,Canceled
INN32975,2,0,0,3,Meal Plan 1,0,Room_Type 4,91,Online,0,0,0,132.3,2,2018-10-20,Canceled
INN32977,1,0,0,1,Meal Plan 1,0,Room_Type 1,98,Corporate,1,1,3,65.0,0,2018-09-21,Not_Canceled
INN32978,3,0,2,3,Not Selected,0,Room_Type 1,232,Offline,0,0,0,75.65,0,2018-12-24,Not_Canceled
INN32979,1,0,0,1,Meal Plan 1,0,Room_Type 1,18,Corporate,1,1,5,95.0,0,2018-09-27,Not_Canceled
INN32985,1,0,0,5,Meal Plan 1,0,Room_Type 1,5,Corporate,0,0,0,131.0,0,2018-10-04,Canceled
INN32986,2,0,2,2,Meal Plan 1,0,Room_Type 1,6,Online,0,0,0,122.48,3,2018-12-30,Not_Canceled
INN32990,2,0,1,3,Meal Plan 1,0,Room_Type 4,21,Online,0,0,0,131.35,1,2018-12-29,Not_Canceled
INN32992,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,Offline,0,0,0,110.0,0,2018-11-01,Canceled
INN32993,2,0,0,4,Meal Plan 1,0,Room_Type 1,259,Offline,0,0,0,89.0,0,2018-10-05,Canceled
INN32996,2,0,0,2,Meal Plan 1,0,Room_Type 4,2,Online,0,0,0,209.5,2,2018-09-30,Not_Canceled
INN32999,2,0,0,2,Meal Plan 1,0,Room_Type 1,1,Corporate,0,0,0,90.0,1,2018-10-07,Not_Canceled
INN33000,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,0,0,0,105.0,0,2018-10-13,Not_Canceled
INN33005,1,0,1,2,Meal Plan 1,0,Room_Type 4,21,Online,0,0,0,210.0,1,2018-11-07,Not_Canceled
INN33007,2,0,2,5,Meal Plan 1,0,Room_Type 1,39,Online,0,0,0,97.4,1,2018-11-15,Not_Canceled
INN33009,2,0,2,0,Meal Plan 2,0,Room_Type 1,75,Offline,0,0,0,105.0,0,2018-10-30,Canceled
INN33011,2,1,1,3,Meal Plan 1,0,Room_Type 1,151,Online,0,0,0,128.56,1,2018-12-29,Canceled
INN33014,2,0,0,4,Meal Plan 1,0,Room_Type 1,34,Online,0,0,0,119.0,1,2018-10-26,Canceled
INN33017,1,0,0,1,Meal Plan 1,0,Room_Type 1,12,Corporate,1,5,48,65.0,0,2018-10-19,Not_Canceled
INN33020,1,0,6,17,Meal Plan 1,0,Room_Type 5,2,Corporate,0,0,0,170.0,0,2018-10-19,Canceled
INN33025,2,0,1,3,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,131.75,1,2018-11-03,Not_Canceled
INN33027,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,Offline,0,0,0,89.0,0,2018-11-03,Canceled
INN33032,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,0,0,0,105.0,0,2018-10-13,Not_Canceled
INN33033,2,0,1,1,Meal Plan 1,0,Room_Type 1,22,Online,0,0,0,148.0,1,2018-09-26,Not_Canceled
INN33043,2,0,0,2,Meal Plan 1,0,Room_Type 4,19,Online,0,0,0,148.0,1,2018-12-30,Not_Canceled
INN33047,2,1,0,3,Meal Plan 1,0,Room_Type 1,151,Online,0,0,0,143.28,1,2018-12-29,Canceled
INN33055,2,0,2,1,Meal Plan 1,0,Room_Type 1,57,Online,0,0,0,118.8,2,2018-10-02,Not_Canceled
INN33056,2,1,0,3,Meal Plan 1,0,Room_Type 4,126,Offline,0,0,0,90.53,2,2018-12-27,Not_Canceled
INN33064,1,0,0,1,Not Selected,0,Room_Type 1,109,Online,0,0,0,80.1,1,2018-10-26,Not_Canceled
INN33065,2,0,1,4,Meal Plan 1,0,Room_Type 1,275,Offline,0,0,0,90.0,0,2018-10-05,Canceled
INN33069,2,0,0,1,Meal Plan 1,0,Room_Type 4,1,Offline,0,0,0,107.0,0,2018-09-22,Not_Canceled
INN33072,2,0,0,3,Meal Plan 1,0,Room_Type 1,43,Offline,0,0,0,85.5,0,2018-10-27,Not_Canceled
INN33074,2,1,1,1,Meal Plan 1,0,Room_Type 1,17,Offline,0,0,0,80.0,0,2018-12-10,Not_Canceled
INN33076,2,0,2,0,Meal Plan 2,0,Room_Type 1,386,Offline,0,0,0,115.0,1,2018-10-23,Canceled
INN33077,2,0,0,4,Meal Plan 1,0,Room_Type 4,199,Online,0,0,0,102.85,0,2018-12-28,Not_Canceled
INN33081,2,0,0,3,Meal Plan 1,0,Room_Type 1,33,Offline,0,0,0,85.5,0,2018-09-28,Not_Canceled
INN33086,2,0,1,4,Meal Plan 1,0,Room_Type 1,3,Online,0,0,0,82.88,0,2018-12-21,Not_Canceled
INN33090,1,0,1,1,Meal Plan 1,0,Room_Type 1,0,Corporate,1,0,2,79.0,0,2018-11-28,Not_Canceled
INN33093,3,0,0,3,Meal Plan 1,0,Room_Type 4,88,Online,0,0,0,151.2,1,2018-10-20,Not_Canceled
INN33096,2,0,0,2,Meal Plan 1,0,Room_Type 1,30,Online,0,0,0,139.0,4,2018-10-21,Not_Canceled
INN33098,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,98.0,2,2018-12-07,Not_Canceled
INN33102,2,0,0,3,Meal Plan 1,0,Room_Type 1,193,Online,0,0,0,93.09,1,2018-09-29,Canceled
INN33104,2,0,2,5,Meal Plan 1,0,Room_Type 1,246,Online,0,0,0,58.36,1,2018-12-27,Canceled
INN33107,2,0,1,1,Meal Plan 1,0,Room_Type 1,44,Online,0,0,0,98.8,2,2018-11-26,Not_Canceled
INN33110,2,0,0,2,Meal Plan 1,0,Room_Type 1,29,Online,0,0,0,139.0,0,2018-10-21,Canceled
INN33112,2,0,0,3,Meal Plan 1,0,Room_Type 1,96,Online,0,0,0,122.31,1,2018-09-27,Canceled
INN33114,2,0,0,3,Meal Plan 1,0,Room_Type 1,36,Offline,0,0,0,75.0,0,2018-11-01,Not_Canceled
INN33121,2,0,1,1,Meal Plan 2,0,Room_Type 4,119,Online,0,0,0,166.5,0,2018-10-22,Canceled
INN33122,2,0,0,2,Meal Plan 1,0,Room_Type 1,25,Complementary,0,0,0,9.0,0,2018-11-11,Not_Canceled
INN33123,2,0,2,0,Meal Plan 1,0,Room_Type 1,12,Online,0,0,0,104.0,0,2018-12-04,Not_Canceled
INN33125,1,0,2,2,Meal Plan 1,0,Room_Type 1,124,Online,0,0,0,146.03,3,2018-11-06,Not_Canceled
INN33130,1,0,2,0,Meal Plan 1,1,Room_Type 1,3,Corporate,1,0,3,67.0,1,2018-10-23,Not_Canceled
INN33138,2,0,2,2,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,89.89,3,2018-11-27,Not_Canceled
INN33142,2,0,0,1,Not Selected,0,Room_Type 1,20,Online,0,0,0,80.0,0,2018-11-04,Canceled
INN33149,2,0,2,5,Meal Plan 1,0,Room_Type 4,61,Online,0,0,0,132.3,0,2018-10-14,Canceled
INN33155,1,0,4,9,Meal Plan 1,0,Room_Type 1,37,Online,0,0,0,92.31,1,2018-12-15,Canceled
INN33156,2,0,2,0,Meal Plan 2,0,Room_Type 1,386,Offline,0,0,0,115.0,1,2018-10-23,Canceled
INN33161,2,0,1,2,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,160.0,1,2018-10-03,Not_Canceled
INN33166,1,0,1,2,Meal Plan 1,0,Room_Type 1,111,Offline,0,0,0,120.0,0,2018-10-10,Not_Canceled
INN33174,2,0,1,2,Meal Plan 1,0,Room_Type 4,73,Online,0,0,0,113.7,1,2018-10-24,Canceled
INN33176,2,0,2,2,Meal Plan 1,0,Room_Type 4,9,Online,0,0,0,99.88,2,2018-12-09,Not_Canceled
INN33177,2,0,0,4,Meal Plan 2,0,Room_Type 1,100,Offline,0,0,0,140.0,1,2018-09-28,Not_Canceled
INN33179,2,0,0,3,Not Selected,0,Room_Type 1,30,Online,0,0,0,88.0,2,2018-12-08,Not_Canceled
INN33182,2,0,2,3,Meal Plan 1,0,Room_Type 1,95,Online,0,0,0,85.0,1,2018-11-18,Not_Canceled
INN33183,2,0,0,3,Not Selected,0,Room_Type 1,21,Online,0,0,0,88.0,0,2018-10-25,Canceled
INN33187,1,0,2,4,Meal Plan 1,0,Room_Type 1,1,Complementary,0,0,0,0.0,1,2018-11-09,Not_Canceled
INN33189,2,0,2,3,Meal Plan 1,0,Room_Type 4,34,Online,0,0,0,95.47,1,2018-10-02,Not_Canceled
INN33205,2,0,0,3,Meal Plan 1,0,Room_Type 1,47,Online,0,0,0,104.88,0,2018-09-22,Not_Canceled
INN33206,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,Offline,0,0,0,110.0,0,2018-11-01,Canceled
INN33212,1,0,0,1,Not Selected,0,Room_Type 1,213,Online,0,0,0,67.5,0,2018-12-17,Not_Canceled
INN33214,2,0,2,3,Meal Plan 1,0,Room_Type 4,22,Online,0,0,0,104.22,1,2018-09-24,Not_Canceled
INN33216,2,0,0,1,Meal Plan 1,0,Room_Type 1,92,Offline,0,0,0,90.0,0,2018-11-11,Not_Canceled
INN33217,2,0,0,4,Meal Plan 1,0,Room_Type 4,61,Online,0,0,0,96.9,1,2018-12-07,Not_Canceled
INN33218,1,0,0,1,Meal Plan 1,0,Room_Type 1,3,Online,0,0,0,88.0,2,2018-12-15,Not_Canceled
INN33223,2,0,0,1,Meal Plan 1,0,Room_Type 1,39,Offline,0,0,0,65.0,1,2018-12-27,Not_Canceled
INN33224,1,0,0,2,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,75.08,1,2018-12-07,Not_Canceled
INN33228,2,0,0,1,Not Selected,0,Room_Type 1,1,Offline,0,0,0,85.0,0,2018-10-13,Not_Canceled
INN33240,2,0,0,4,Meal Plan 1,0,Room_Type 1,51,Offline,0,0,0,75.0,0,2018-11-16,Not_Canceled
INN33247,2,0,2,1,Meal Plan 1,0,Room_Type 1,23,Offline,0,0,0,85.0,0,2018-10-09,Not_Canceled
INN33253,2,0,1,1,Meal Plan 2,0,Room_Type 1,145,Online,0,0,0,153.0,0,2018-10-22,Canceled
INN33259,0,2,2,2,Meal Plan 1,0,Room_Type 2,88,Online,0,0,0,108.0,3,2018-10-08,Not_Canceled
INN33268,1,0,0,1,Meal Plan 1,0,Room_Type 1,78,Online,0,0,0,86.4,2,2018-11-23,Not_Canceled
INN33278,1,0,0,1,Meal Plan 1,0,Room_Type 1,3,Corporate,0,0,0,65.0,0,2018-10-27,Not_Canceled
INN33279,1,0,1,3,Meal Plan 1,0,Room_Type 1,0,Corporate,0,0,0,95.0,2,2018-11-14,Not_Canceled
INN33280,2,0,2,2,Not Selected,0,Room_Type 1,214,Online,0,0,0,96.9,2,2018-09-30,Not_Canceled
INN33281,2,0,0,2,Not Selected,0,Room_Type 1,28,Online,0,0,0,110.0,2,2018-10-28,Not_Canceled
INN33285,3,0,1,3,Meal Plan 1,0,Room_Type 4,184,Online,0,0,0,128.7,2,2018-10-17,Canceled
INN33290,1,0,0,2,Meal Plan 1,0,Room_Type 4,20,Online,0,0,0,114.0,2,2018-11-15,Not_Canceled
INN33297,2,0,2,1,Meal Plan 1,0,Room_Type 4,115,Online,0,0,0,132.3,2,2018-10-09,Canceled
INN33298,2,0,0,2,Meal Plan 1,0,Room_Type 1,40,Online,0,0,0,106.0,1,2018-12-16,Not_Canceled
INN33299,1,0,1,2,Meal Plan 1,0,Room_Type 1,32,Corporate,1,0,1,95.0,0,2018-10-10,Not_Canceled
INN33300,2,0,0,2,Meal Plan 1,0,Room_Type 4,32,Online,0,0,0,154.0,1,2018-09-27,Canceled
INN33309,2,1,2,2,Meal Plan 1,0,Room_Type 1,122,Online,0,0,0,113.78,1,2018-12-25,Canceled
INN33313,1,0,1,5,Meal Plan 1,0,Room_Type 1,46,Online,0,0,0,124.71,0,2018-11-07,Not_Canceled
INN33317,2,0,2,2,Not Selected,0,Room_Type 1,60,Online,0,0,0,74.8,0,2018-12-02,Canceled
INN33321,3,0,1,2,Meal Plan 1,0,Room_Type 4,141,Online,0,0,0,132.6,2,2018-10-24,Not_Canceled
INN33322,1,0,2,1,Meal Plan 1,0,Room_Type 1,16,Corporate,0,0,0,95.0,0,2018-10-02,Not_Canceled
INN33334,1,0,0,2,Meal Plan 1,0,Room_Type 1,7,Corporate,1,1,8,65.0,1,2018-12-27,Not_Canceled
INN33335,3,0,1,2,Meal Plan 1,0,Room_Type 4,229,Online,0,0,0,110.7,0,2018-12-09,Not_Canceled
INN33346,2,0,1,2,Meal Plan 1,0,Room_Type 4,27,Online,0,0,0,144.9,0,2018-10-10,Canceled
INN33347,2,0,3,10,Not Selected,0,Room_Type 1,72,Online,0,0,0,75.82,0,2018-11-14,Canceled
INN33348,2,0,1,1,Not Selected,0,Room_Type 1,165,Online,0,0,0,80.1,2,2018-11-05,Not_Canceled
INN33354,2,0,1,2,Not Selected,0,Room_Type 1,164,Online,0,0,0,108.0,0,2018-10-17,Canceled
INN33355,1,0,1,2,Not Selected,0,Room_Type 1,82,Online,0,0,0,133.98,1,2018-11-07,Not_Canceled
INN33360,2,0,1,3,Not Selected,0,Room_Type 1,108,Online,0,0,0,108.0,2,2018-10-17,Not_Canceled
INN33368,1,0,0,3,Not Selected,0,Room_Type 1,63,Online,0,0,0,73.8,1,2018-11-03,Not_Canceled
INN33378,2,0,1,2,Meal Plan 1,0,Room_Type 1,21,Online,0,0,0,104.0,2,2018-11-25,Not_Canceled
INN33379,1,0,0,2,Meal Plan 1,0,Room_Type 1,181,Offline,0,0,0,120.0,0,2018-10-11,Canceled
INN33381,2,0,0,2,Meal Plan 1,0,Room_Type 4,55,Online,0,0,0,102.6,1,2018-11-22,Not_Canceled
INN33385,2,0,1,3,Not Selected,0,Room_Type 1,22,Online,0,0,0,119.0,0,2018-09-26,Canceled
INN33391,2,0,0,3,Meal Plan 1,0,Room_Type 1,314,Offline,0,0,0,75.0,0,2018-10-12,Canceled
INN33400,2,0,2,2,Not Selected,0,Room_Type 1,10,Online,1,0,1,134.5,4,2018-10-07,Not_Canceled
INN33404,2,2,2,3,Meal Plan 1,0,Room_Type 6,125,Online,0,0,0,132.67,0,2018-12-01,Canceled
INN33410,2,0,2,0,Meal Plan 1,0,Room_Type 1,11,Online,0,0,0,155.0,0,2018-10-02,Canceled
INN33420,2,0,1,4,Meal Plan 1,0,Room_Type 1,41,Offline,0,0,0,112.0,1,2018-11-02,Not_Canceled
INN33421,3,0,0,3,Meal Plan 1,0,Room_Type 4,55,Online,0,0,0,168.3,0,2018-09-20,Canceled
INN33429,2,0,2,3,Meal Plan 1,0,Room_Type 4,119,Online,0,0,0,129.96,2,2018-10-16,Not_Canceled
INN33433,2,0,0,4,Meal Plan 2,0,Room_Type 1,296,Offline,0,0,0,117.0,1,2018-09-21,Canceled
INN33436,2,0,1,1,Meal Plan 1,0,Room_Type 1,135,Online,0,0,0,90.0,2,2018-11-05,Not_Canceled
INN33438,1,0,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,0,0,0,95.0,0,2018-10-13,Not_Canceled
INN33440,2,0,1,3,Meal Plan 1,0,Room_Type 4,7,Online,0,0,0,125.8,0,2018-12-29,Not_Canceled
INN33443,2,1,1,1,Meal Plan 1,0,Room_Type 1,269,Online,0,0,0,105.3,0,2018-12-31,Not_Canceled
INN33444,2,0,2,0,Not Selected,0,Room_Type 1,26,Online,0,0,0,119.0,1,2018-10-09,Canceled
INN33446,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,0,0,0,105.0,0,2018-10-13,Not_Canceled
INN33448,2,0,0,2,Meal Plan 1,0,Room_Type 1,310,Online,0,0,0,96.3,1,2018-10-26,Canceled
INN33450,2,0,1,2,Not Selected,1,Room_Type 1,26,Online,0,0,0,142.0,2,2018-10-03,Not_Canceled
INN33452,2,0,0,2,Meal Plan 1,0,Room_Type 1,29,Online,0,0,0,139.0,2,2018-10-21,Not_Canceled
INN33461,2,0,0,3,Meal Plan 1,0,Room_Type 1,314,Offline,0,0,0,75.0,0,2018-10-12,Canceled
INN33466,2,0,1,2,Meal Plan 1,0,Room_Type 1,267,Offline,0,0,0,95.0,0,2018-09-30,Canceled
INN33470,2,0,1,3,Meal Plan 1,0,Room_Type 1,85,Offline,0,0,0,85.0,1,2018-10-06,Not_Canceled
INN33471,2,0,2,2,Meal Plan 1,0,Room_Type 1,25,Online,0,0,0,89.89,2,2018-12-10,Not_Canceled
INN33473,2,0,2,3,Meal Plan 1,0,Room_Type 4,112,Online,0,0,0,100.05,1,2018-11-13,Not_Canceled
INN33478,1,0,1,2,Meal Plan 1,0,Room_Type 1,14,Offline,0,0,0,75.0,0,2018-11-18,Not_Canceled
INN33480,1,0,0,1,Meal Plan 1,0,Room_Type 4,3,Aviation,0,0,0,95.0,0,2018-11-10,Canceled
INN33482,3,0,0,3,Meal Plan 1,0,Room_Type 1,109,Offline,0,0,0,92.65,0,2018-12-27,Not_Canceled
INN33483,2,0,2,5,Meal Plan 1,0,Room_Type 4,123,Online,0,0,0,120.34,0,2018-10-21,Not_Canceled
INN33485,1,0,2,3,Meal Plan 1,0,Room_Type 1,359,Offline,0,0,0,70.0,0,2018-10-14,Not_Canceled
INN33487,2,0,2,5,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,90.1,1,2018-12-06,Not_Canceled
INN33501,2,2,1,1,Meal Plan 2,0,Room_Type 6,32,Online,0,0,0,231.0,0,2018-12-19,Canceled
INN33504,2,0,1,3,Not Selected,0,Room_Type 1,240,Online,0,0,0,80.75,0,2018-10-27,Canceled
INN33508,1,0,1,1,Not Selected,0,Room_Type 1,96,Online,0,0,0,108.0,0,2018-10-03,Canceled
INN33510,1,0,2,0,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,150.0,2,2018-10-30,Not_Canceled
INN33518,3,0,2,5,Meal Plan 1,0,Room_Type 1,1,Offline,0,0,0,86.43,1,2018-12-27,Not_Canceled
INN33520,2,0,0,1,Meal Plan 1,0,Room_Type 1,64,Offline,0,0,0,85.0,0,2018-09-24,Not_Canceled
INN33522,2,0,1,2,Meal Plan 1,0,Room_Type 4,83,Online,0,0,0,102.6,1,2018-12-26,Not_Canceled
INN33523,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,Offline,0,0,0,89.0,0,2018-11-03,Canceled
INN33526,2,0,2,1,Not Selected,0,Room_Type 1,30,Online,0,0,0,73.37,1,2018-11-26,Not_Canceled
INN33529,2,0,2,0,Not Selected,0,Room_Type 1,4,Online,0,0,0,160.0,0,2018-09-25,Not_Canceled
INN33530,1,0,2,0,Meal Plan 1,0,Room_Type 1,6,Complementary,0,0,0,0.0,0,2018-11-13,Not_Canceled
INN33532,2,0,2,3,Meal Plan 1,0,Room_Type 1,224,Online,0,0,0,82.11,0,2018-12-29,Canceled
INN33536,1,0,2,5,Meal Plan 1,0,Room_Type 4,5,Aviation,0,0,0,110.0,0,2018-10-11,Not_Canceled
INN33542,2,0,1,3,Meal Plan 2,0,Room_Type 4,28,Online,0,0,0,205.0,0,2018-10-06,Canceled
INN33554,2,0,0,2,Meal Plan 1,0,Room_Type 4,36,Online,0,0,0,149.0,3,2018-11-11,Not_Canceled
INN33559,2,0,2,2,Not Selected,0,Room_Type 1,30,Online,0,0,0,74.8,3,2018-11-26,Not_Canceled
INN33566,2,0,2,0,Meal Plan 1,0,Room_Type 1,3,Offline,0,0,0,89.0,0,2018-12-04,Not_Canceled
INN33569,2,0,1,4,Meal Plan 1,0,Room_Type 1,252,Online,0,0,0,81.43,2,2018-12-28,Not_Canceled
INN33570,2,0,2,4,Meal Plan 1,0,Room_Type 4,54,Online,0,0,0,111.0,1,2018-10-30,Canceled
INN33576,2,0,2,2,Meal Plan 1,0,Room_Type 1,31,Online,0,0,0,88.4,1,2018-11-13,Not_Canceled
INN33577,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,0,0,0,105.0,0,2018-10-13,Not_Canceled
INN33581,2,0,1,2,Meal Plan 1,0,Room_Type 4,185,Online,0,0,0,103.5,0,2018-12-16,Not_Canceled
INN33582,1,0,0,1,Not Selected,0,Room_Type 5,6,Online,0,0,0,120.0,0,2018-11-16,Not_Canceled
INN33598,2,0,1,2,Meal Plan 1,0,Room_Type 1,233,Offline,0,0,0,90.0,0,2018-10-14,Canceled
INN33600,1,0,2,1,Not Selected,0,Room_Type 1,17,Online,0,0,0,78.0,0,2018-11-27,Not_Canceled
INN33602,2,0,1,2,Meal Plan 1,0,Room_Type 1,233,Offline,0,0,0,90.0,0,2018-10-14,Canceled
INN33607,2,1,1,1,Meal Plan 1,0,Room_Type 1,120,Online,0,0,0,152.1,0,2018-09-26,Canceled
INN33608,1,0,0,1,Meal Plan 1,0,Room_Type 4,4,Aviation,0,0,0,110.0,0,2018-10-29,Canceled
INN33611,2,0,1,2,Meal Plan 1,0,Room_Type 4,7,Online,0,0,0,205.0,2,2018-10-07,Not_Canceled
INN33616,2,0,1,3,Meal Plan 1,0,Room_Type 4,236,Offline,0,0,0,97.6,0,2018-10-17,Canceled
INN33626,2,0,0,2,Not Selected,0,Room_Type 1,69,Online,0,0,0,80.1,1,2018-10-25,Canceled
INN33635,2,0,2,1,Meal Plan 1,0,Room_Type 1,101,Offline,0,0,0,80.75,0,2018-10-23,Not_Canceled
INN33636,2,0,1,2,Meal Plan 1,0,Room_Type 1,89,Offline,0,0,0,75.0,0,2018-12-19,Not_Canceled
INN33645,2,0,1,1,Meal Plan 1,0,Room_Type 4,33,Online,0,0,0,147.25,4,2018-09-26,Not_Canceled
INN33654,1,0,1,2,Meal Plan 1,0,Room_Type 1,40,Online,0,0,0,96.0,1,2018-11-28,Not_Canceled
INN33658,2,0,2,2,Not Selected,0,Room_Type 1,16,Online,0,0,0,91.5,0,2018-11-18,Canceled
INN33668,3,0,1,5,Meal Plan 1,0,Room_Type 4,121,Online,0,0,0,162.0,0,2018-09-20,Canceled
INN33673,2,2,0,1,Meal Plan 1,0,Room_Type 6,0,Online,0,0,0,181.0,0,2018-11-23,Canceled
INN33680,2,0,4,10,Meal Plan 1,0,Room_Type 1,7,Online,0,0,0,88.4,0,2018-12-13,Not_Canceled
INN33689,2,0,0,3,Meal Plan 1,0,Room_Type 1,59,Online,0,0,0,104.0,2,2018-11-24,Not_Canceled
INN33692,2,1,1,1,Meal Plan 1,0,Room_Type 1,64,Offline,0,0,0,75.0,1,2018-11-26,Not_Canceled
INN33697,2,0,1,4,Meal Plan 1,0,Room_Type 1,218,Online,0,0,0,90.95,0,2018-10-17,Canceled
INN33707,2,0,0,1,Not Selected,0,Room_Type 1,11,Online,0,0,0,97.0,0,2018-12-06,Not_Canceled
INN33719,2,0,1,1,Not Selected,0,Room_Type 1,130,Online,0,0,0,79.2,0,2018-11-12,Canceled
INN33721,2,0,0,4,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,83.73,1,2018-12-20,Not_Canceled
INN33722,1,0,0,3,Meal Plan 1,0,Room_Type 1,12,Online,0,0,0,130.0,2,2018-10-25,Not_Canceled
INN33724,2,0,0,2,Meal Plan 1,0,Room_Type 6,110,Online,0,0,0,190.8,2,2018-10-14,Not_Canceled
INN33729,1,0,0,3,Meal Plan 1,0,Room_Type 1,2,Offline,0,0,0,120.0,0,2018-11-16,Not_Canceled
INN33732,1,1,1,3,Meal Plan 1,0,Room_Type 1,78,Offline,0,0,0,154.29,1,2018-12-29,Not_Canceled
INN33733,3,0,2,1,Meal Plan 1,0,Room_Type 4,62,Online,0,0,0,126.0,3,2018-11-19,Not_Canceled
INN33739,1,0,0,3,Meal Plan 1,0,Room_Type 1,37,Online,0,0,0,119.0,1,2018-10-27,Not_Canceled
INN33741,2,0,0,2,Not Selected,0,Room_Type 1,98,Online,0,0,0,80.1,0,2018-10-26,Canceled
INN33743,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,Offline,0,0,0,110.0,0,2018-11-01,Canceled
INN33744,2,0,2,2,Meal Plan 1,0,Room_Type 4,46,Online,0,0,0,90.55,1,2018-10-02,Not_Canceled
INN33746,2,1,2,7,Meal Plan 1,0,Room_Type 1,237,Online,0,0,0,93.03,0,2018-12-23,Canceled
INN33750,2,0,1,3,Meal Plan 1,0,Room_Type 1,277,Online,0,0,0,93.08,0,2018-10-20,Canceled
INN33753,1,0,1,2,Meal Plan 1,0,Room_Type 4,56,Online,0,0,0,209.0,2,2018-11-07,Not_Canceled
INN33756,1,0,1,1,Meal Plan 1,0,Room_Type 1,9,Online,0,0,0,89.55,2,2018-11-26,Not_Canceled
INN33763,1,0,0,2,Meal Plan 1,0,Room_Type 1,13,Corporate,0,0,0,161.0,0,2018-11-08,Not_Canceled
INN33770,2,0,0,2,Meal Plan 1,0,Room_Type 6,2,Offline,0,0,0,144.8,0,2018-11-25,Not_Canceled
INN33772,2,0,0,2,Not Selected,0,Room_Type 1,35,Online,0,0,0,109.0,2,2018-10-28,Not_Canceled
INN33781,2,0,1,0,Meal Plan 1,0,Room_Type 1,286,Offline,0,0,0,90.0,0,2018-10-16,Canceled
INN33782,2,0,2,5,Meal Plan 1,0,Room_Type 4,57,Online,0,0,0,146.96,1,2018-09-24,Not_Canceled
INN33784,2,0,2,2,Meal Plan 1,0,Room_Type 4,127,Online,0,0,0,97.75,0,2018-11-19,Canceled
INN33791,2,0,1,0,Meal Plan 1,0,Room_Type 1,286,Offline,0,0,0,90.0,0,2018-10-16,Canceled
INN33794,2,0,2,3,Not Selected,0,Room_Type 1,200,Offline,0,0,0,51.0,0,2018-12-01,Not_Canceled
INN33796,2,0,2,4,Not Selected,0,Room_Type 1,9,Online,0,0,0,74.8,0,2018-12-16,Not_Canceled
INN33806,2,0,2,1,Meal Plan 1,0,Room_Type 4,19,Online,0,0,0,119.33,2,2018-11-12,Not_Canceled
INN33808,2,0,0,3,Meal Plan 1,0,Room_Type 4,55,Online,0,0,0,102.04,4,2018-10-13,Not_Canceled
INN33811,2,0,0,2,Meal Plan 2,0,Room_Type 1,377,Offline,0,0,0,115.0,1,2018-10-14,Canceled
INN33817,3,0,1,3,Meal Plan 2,0,Room_Type 4,144,Online,0,0,0,213.3,0,2018-09-22,Canceled
INN33824,2,0,0,2,Meal Plan 2,0,Room_Type 1,377,Offline,0,0,0,115.0,1,2018-10-14,Canceled
INN33826,2,0,2,1,Not Selected,0,Room_Type 1,11,Online,0,0,0,129.0,1,2018-09-25,Not_Canceled
INN33827,3,0,2,3,Meal Plan 1,0,Room_Type 4,68,Online,0,0,0,151.2,2,2018-10-09,Not_Canceled
INN33829,1,0,1,0,Meal Plan 1,0,Room_Type 1,76,Offline,0,0,0,120.0,0,2018-10-10,Canceled
INN33834,2,0,1,3,Meal Plan 1,0,Room_Type 1,285,Offline,0,0,0,100.0,0,2018-10-03,Canceled
INN33836,2,0,1,3,Meal Plan 1,0,Room_Type 1,98,Online,0,0,0,69.3,1,2018-11-14,Not_Canceled
INN33838,2,0,0,4,Meal Plan 1,0,Room_Type 1,14,Online,0,0,0,105.0,0,2018-11-16,Canceled
INN33840,2,0,2,4,Meal Plan 1,0,Room_Type 1,263,Online,0,0,0,100.3,0,2018-09-29,Canceled
