index,booking_id,number_of_adults,number_of_children,number_of_weekend_nights,number_of_week_nights,type_of_meal,car_parking_space,room_type,lead_time,market_segment_type,repeated,p_c,p_not_c,average_price,special_requests,date_of_reservation,booking_status,datetime,season 
32037,INN32038,2,0,0,1,Meal Plan 1,False,Room_Type 1,47,Online,False,0,0,126.9,1,2018-06-02,Not_Canceled,2018-06-02,high
32038,INN32039,2,0,2,2,Meal Plan 1,False,Room_Type 2,208,Online,False,0,0,88.77,2,2018-10-23,Not_Canceled,2018-10-23,low
32039,INN32040,2,0,2,2,Meal Plan 1,False,Room_Type 1,173,Online,False,0,0,73.37,1,2018-06-19,Not_Canceled,2018-06-19,high
32040,INN32041,2,0,2,7,Not Selected,False,Room_Type 1,187,Online,False,0,0,84.72,0,2018-08-26,Canceled,2018-08-26,low
32042,INN32043,2,2,2,3,Meal Plan 1,False,Room_Type 6,43,Online,False,0,0,152.05,0,2018-02-25,Not_Canceled,2018-02-25,low
32043,INN32044,3,0,2,1,Meal Plan 1,False,Room_Type 4,145,Online,False,0,0,131.7,1,2018-07-03,Not_Canceled,2018-07-03,low
32044,INN32045,2,0,1,1,Meal Plan 1,False,Room_Type 1,19,Online,False,0,0,151.0,1,2018-07-16,Canceled,2018-07-16,high
32045,INN32046,2,0,0,1,Meal Plan 1,False,Room_Type 1,2,Online,False,0,0,131.0,1,2018-04-27,Not_Canceled,2018-04-27,low
32046,INN32047,1,0,0,1,Meal Plan 1,False,Room_Type 1,1,Corporate,True,0,2,65.0,0,2017-12-03,Not_Canceled,2017-12-03,high
32047,INN32048,2,0,0,3,Meal Plan 1,False,Room_Type 1,65,Offline,False,0,0,72.25,0,2017-10-08,Not_Canceled,2017-10-08,high
32048,INN32049,2,0,1,3,Meal Plan 1,False,Room_Type 1,2,Online,False,0,0,145.0,2,2017-09-14,Not_Canceled,2017-09-14,low
32049,INN32050,3,0,0,3,Meal Plan 1,False,Room_Type 1,93,Online,False,0,0,159.3,0,2018-06-08,Canceled,2018-06-08,low
32050,INN32051,3,0,2,2,Meal Plan 1,False,Room_Type 4,40,Online,False,0,0,130.9,2,2018-12-04,Not_Canceled,2018-12-04,low
32051,INN32052,2,0,1,3,Meal Plan 1,False,Room_Type 1,42,Offline,False,0,0,75.0,0,2018-11-07,Not_Canceled,2018-11-07,high
32052,INN32053,1,0,0,3,Meal Plan 1,False,Room_Type 1,113,Corporate,False,0,0,100.0,0,2018-05-31,Canceled,2018-05-31,low
32053,INN32054,2,0,2,2,Meal Plan 1,False,Room_Type 1,51,Offline,False,0,0,75.0,0,2018-11-11,Not_Canceled,2018-11-11,low
32054,INN32055,1,1,2,1,Meal Plan 1,False,Room_Type 4,33,Online,False,0,0,91.48,1,2018-04-16,Not_Canceled,2018-04-16,low
32055,INN32056,2,0,2,3,Meal Plan 1,False,Room_Type 1,121,Online,False,0,0,74.54,0,2018-05-14,Not_Canceled,2018-05-14,low
32056,INN32057,2,1,1,3,Meal Plan 1,False,Room_Type 1,76,Online,False,0,0,99.73,2,2018-07-04,Not_Canceled,2018-07-04,low
32058,INN32059,2,0,1,0,Meal Plan 1,False,Room_Type 1,1,Online,False,0,0,105.0,0,2017-08-10,Not_Canceled,2017-08-10,high
32059,INN32060,2,0,0,1,Meal Plan 1,False,Room_Type 1,39,Online,False,0,0,107.0,1,2017-12-29,Not_Canceled,2017-12-29,low
32060,INN32061,1,0,1,2,Meal Plan 1,False,Room_Type 4,18,Online,False,0,0,210.0,2,2018-11-07,Not_Canceled,2018-11-07,low
32061,INN32062,2,0,1,3,Not Selected,False,Room_Type 1,81,Online,False,0,0,103.5,1,2018-06-30,Not_Canceled,2018-06-30,low
32062,INN32063,2,0,2,1,Meal Plan 1,False,Room_Type 1,41,Corporate,False,0,0,85.67,0,2018-03-13,Not_Canceled,2018-03-13,low
32063,INN32064,2,0,0,2,Meal Plan 1,False,Room_Type 1,15,Online,False,0,0,80.3,1,2018-01-22,Not_Canceled,2018-01-22,low
32064,INN32065,2,0,1,2,Meal Plan 1,False,Room_Type 1,3,Offline,False,0,0,80.0,0,2017-11-06,Not_Canceled,2017-11-06,low
32065,INN32066,2,0,0,1,Meal Plan 1,False,Room_Type 4,11,Online,False,0,0,140.0,1,2018-11-05,Canceled,2018-11-05,low
32066,INN32067,2,0,0,2,Meal Plan 2,False,Room_Type 1,257,Offline,False,0,0,101.5,0,2017-07-01,Canceled,2017-07-01,low
32067,INN32068,2,2,0,1,Meal Plan 1,False,Room_Type 6,14,Online,False,0,0,174.0,0,2018-12-02,Not_Canceled,2018-12-02,high
32068,INN32069,1,0,2,1,Meal Plan 1,False,Room_Type 1,9,Corporate,True,0,4,65.0,0,2017-11-22,Not_Canceled,2017-11-22,high
32069,INN32070,1,0,5,15,Not Selected,False,Room_Type 1,90,Online,False,0,0,48.6,0,2017-07-07,Canceled,2017-07-07,low
32070,INN32071,2,0,0,3,Not Selected,False,Room_Type 1,17,Online,False,0,0,92.67,0,2018-12-08,Not_Canceled,2018-12-08,high
32071,INN32072,2,0,2,1,Not Selected,False,Room_Type 1,120,Online,False,0,0,79.2,0,2018-12-04,Canceled,2018-12-04,low
32072,INN32073,2,0,1,1,Meal Plan 1,False,Room_Type 1,180,Offline,False,0,0,100.0,1,2018-05-02,Not_Canceled,2018-05-02,low
32073,INN32074,2,0,0,2,Meal Plan 2,False,Room_Type 1,39,Offline,False,0,0,101.5,0,2017-08-14,Not_Canceled,2017-08-14,low
32074,INN32075,2,0,2,2,Meal Plan 1,False,Room_Type 1,109,Offline,False,0,0,72.25,0,2018-08-26,Not_Canceled,2018-08-26,high
32075,INN32076,2,0,0,3,Meal Plan 1,False,Room_Type 1,21,Offline,False,0,0,37.07,1,2017-11-05,Not_Canceled,2017-11-05,low
32076,INN32077,3,0,2,2,Meal Plan 1,False,Room_Type 4,79,Online,False,0,0,151.2,1,2018-10-16,Not_Canceled,2018-10-16,low
32077,INN32078,2,0,2,3,Meal Plan 1,False,Room_Type 1,144,Online,False,0,0,76.48,1,2018-08-04,Not_Canceled,2018-08-04,high
32078,INN32079,2,0,0,1,Not Selected,False,Room_Type 1,0,Online,False,0,0,99.63,0,2018-09-01,Not_Canceled,2018-09-01,low
32079,INN32080,2,0,2,2,Not Selected,False,Room_Type 1,134,Online,False,0,0,89.25,1,2018-05-15,Not_Canceled,2018-05-15,low
32080,INN32081,2,1,0,1,Meal Plan 1,False,Room_Type 1,46,Online,False,0,0,152.1,2,2018-07-27,Not_Canceled,2018-07-27,low
32081,INN32082,2,0,2,3,Meal Plan 1,False,Room_Type 1,26,Offline,False,0,0,85.0,0,2018-07-03,Not_Canceled,2018-07-03,high
32082,INN32083,3,0,0,4,Meal Plan 1,False,Room_Type 4,150,Online,False,0,0,107.57,1,2018-08-10,Not_Canceled,2018-08-10,low
32083,INN32084,2,0,0,4,Not Selected,False,Room_Type 1,98,Online,False,0,0,109.65,2,2018-05-03,Not_Canceled,2018-05-03,high
32084,INN32085,2,0,0,1,Meal Plan 1,False,Room_Type 1,116,Online,False,0,0,104.5,0,2018-05-18,Canceled,2018-05-18,low
32085,INN32086,2,2,2,6,Meal Plan 1,False,Room_Type 6,14,Online,False,0,0,204.75,1,2018-06-08,Canceled,2018-06-08,high
32086,INN32087,1,0,0,2,Meal Plan 2,False,Room_Type 1,273,Offline,False,0,0,87.0,0,2017-07-17,Not_Canceled,2017-07-17,low
32087,INN32088,2,0,1,3,Not Selected,False,Room_Type 1,21,Online,False,0,0,114.0,2,2018-05-09,Not_Canceled,2018-05-09,low
32089,INN32090,1,0,2,1,Meal Plan 2,False,Room_Type 1,145,Offline,False,0,0,72.5,0,2017-08-29,Not_Canceled,2017-08-29,low
32090,INN32091,2,0,2,5,Meal Plan 1,False,Room_Type 1,234,Online,False,0,0,105.04,0,2018-09-12,Canceled,2018-09-12,low
32091,INN32092,2,0,0,4,Meal Plan 1,False,Room_Type 1,123,Online,False,0,0,71.6,0,2018-05-04,Not_Canceled,2018-05-04,low
32092,INN32093,2,0,0,2,Meal Plan 1,False,Room_Type 1,40,Online,False,0,0,72.76,1,2017-10-14,Not_Canceled,2017-10-14,low
32093,INN32094,2,0,1,2,Meal Plan 1,False,Room_Type 4,10,Online,False,0,0,106.0,0,2018-02-26,Canceled,2018-02-26,low
32094,INN32095,2,0,0,2,Meal Plan 1,False,Room_Type 4,32,Online,False,0,0,144.0,1,2018-10-28,Canceled,2018-10-28,low
32095,INN32096,2,0,0,1,Meal Plan 1,False,Room_Type 1,0,Online,False,0,0,110.7,1,2018-06-09,Not_Canceled,2018-06-09,high
32096,INN32097,2,2,0,3,Meal Plan 1,False,Room_Type 6,101,Online,False,0,0,165.6,1,2018-12-08,Not_Canceled,2018-12-08,low
32097,INN32098,2,0,1,3,Not Selected,False,Room_Type 1,35,Online,False,0,0,74.8,0,2018-12-01,Canceled,2018-12-01,low
32099,INN32100,2,0,0,3,Meal Plan 1,False,Room_Type 1,44,Offline,False,0,0,75.0,0,2018-02-17,Not_Canceled,2018-02-17,low
32100,INN32101,2,0,1,2,Meal Plan 1,False,Room_Type 4,168,Online,False,0,0,112.8,1,2018-07-18,Canceled,2018-07-18,low
32101,INN32102,2,0,0,3,Meal Plan 1,False,Room_Type 1,47,Online,False,0,0,118.8,1,2018-10-04,Not_Canceled,2018-10-04,low
32104,INN32105,3,0,0,3,Meal Plan 1,False,Room_Type 4,47,Online,False,0,0,126.0,0,2018-11-16,Canceled,2018-11-16,low
32105,INN32106,2,0,2,1,Meal Plan 1,False,Room_Type 1,10,Offline,False,0,0,95.0,0,2018-09-11,Not_Canceled,2018-09-11,low
32107,INN32108,1,0,2,1,Meal Plan 1,False,Room_Type 1,21,Online,False,0,0,96.0,1,2018-12-24,Not_Canceled,2018-12-24,low
32108,INN32109,2,0,1,2,Meal Plan 1,False,Room_Type 1,80,Online,False,0,0,85.5,2,2018-03-25,Not_Canceled,2018-03-25,high
32109,INN32110,2,0,0,2,Meal Plan 1,False,Room_Type 1,17,Online,False,0,0,124.0,2,2017-09-17,Not_Canceled,2017-09-17,low
32110,INN32111,2,0,2,3,Meal Plan 1,False,Room_Type 4,27,Online,False,0,0,137.76,0,2018-06-19,Canceled,2018-06-19,high
32111,INN32112,2,0,2,4,Meal Plan 1,False,Room_Type 1,104,Online,False,0,0,82.45,2,2018-04-02,Canceled,2018-04-02,high
32112,INN32113,2,0,2,1,Meal Plan 1,False,Room_Type 1,18,Online,False,0,0,92.76,0,2018-04-10,Not_Canceled,2018-04-10,low
32113,INN32114,2,0,0,4,Meal Plan 1,False,Room_Type 4,31,Online,False,0,0,89.3,0,2018-02-03,Not_Canceled,2018-02-03,low
32114,INN32115,2,0,1,2,Meal Plan 1,False,Room_Type 1,41,Online,False,0,0,105.9,2,2017-10-16,Not_Canceled,2017-10-16,low
32115,INN32116,2,0,1,2,Meal Plan 1,False,Room_Type 1,86,Offline,False,0,0,86.36,0,2018-07-01,Not_Canceled,2018-07-01,low
32116,INN32117,2,0,1,2,Meal Plan 1,False,Room_Type 1,45,Offline,False,0,0,85.0,0,2018-03-21,Not_Canceled,2018-03-21,low
32117,INN32118,2,0,2,3,Meal Plan 1,False,Room_Type 1,12,Online,False,0,0,87.0,0,2018-01-07,Not_Canceled,2018-01-07,low
32118,INN32119,2,0,1,2,Meal Plan 1,False,Room_Type 4,60,Online,False,0,0,83.16,1,2018-03-18,Not_Canceled,2018-03-18,low
32119,INN32120,2,2,2,4,Meal Plan 1,False,Room_Type 6,63,Online,False,0,0,167.45,1,2018-04-10,Canceled,2018-04-10,high
32120,INN32121,2,0,1,2,Meal Plan 1,False,Room_Type 1,280,Offline,False,0,0,110.0,0,2018-09-19,Canceled,2018-09-19,high
32121,INN32122,2,0,2,1,Meal Plan 1,False,Room_Type 4,19,Online,False,0,0,82.8,2,2018-02-07,Not_Canceled,2018-02-07,low
32122,INN32123,1,0,0,1,Meal Plan 1,False,Room_Type 1,4,Corporate,False,0,0,81.0,0,2018-02-19,Not_Canceled,2018-02-19,low
32123,INN32124,2,0,2,5,Meal Plan 1,False,Room_Type 1,60,Online,False,0,0,82.95,0,2018-03-06,Canceled,2018-03-06,low
32124,INN32125,2,0,1,0,Meal Plan 1,False,Room_Type 1,1,Online,False,0,0,96.0,0,2017-08-10,Not_Canceled,2017-08-10,high
32125,INN32126,2,0,0,4,Meal Plan 1,False,Room_Type 1,23,Offline,False,0,0,85.0,0,2018-03-02,Not_Canceled,2018-03-02,low
32126,INN32127,2,2,0,3,Meal Plan 1,False,Room_Type 7,33,Online,False,0,0,182.85,1,2018-03-22,Not_Canceled,2018-03-22,low
32128,INN32129,1,0,0,3,Meal Plan 1,False,Room_Type 1,1,Corporate,True,0,1,66.0,0,2018-01-05,Not_Canceled,2018-01-05,low
32129,INN32130,1,0,0,4,Meal Plan 1,False,Room_Type 1,104,Online,False,0,0,84.56,2,2018-06-07,Not_Canceled,2018-06-07,low
32130,INN32131,2,0,2,3,Meal Plan 1,False,Room_Type 1,268,Offline,False,0,0,80.75,0,2018-10-09,Not_Canceled,2018-10-09,high
32131,INN32132,2,0,2,2,Meal Plan 1,False,Room_Type 1,82,Online,False,0,0,90.45,2,2018-10-30,Not_Canceled,2018-10-30,low
32132,INN32133,2,0,2,1,Meal Plan 1,False,Room_Type 1,143,Offline,False,0,0,112.0,1,2018-07-02,Not_Canceled,2018-07-02,low
32134,INN32135,2,0,0,4,Meal Plan 2,False,Room_Type 4,78,Online,False,0,0,136.0,1,2018-04-12,Canceled,2018-04-12,high
32135,INN32136,2,0,0,3,Meal Plan 1,False,Room_Type 1,80,Online,False,0,0,80.3,1,2018-03-03,Not_Canceled,2018-03-03,low
32136,INN32137,2,0,0,3,Meal Plan 1,False,Room_Type 1,279,Offline,False,0,0,110.0,0,2018-10-12,Canceled,2018-10-12,high
32137,INN32138,2,0,1,3,Meal Plan 1,False,Room_Type 1,60,Online,False,0,0,76.58,1,2018-04-11,Not_Canceled,2018-04-11,high
32138,INN32139,1,0,2,1,Meal Plan 1,False,Room_Type 1,32,Online,False,0,0,85.5,0,2018-04-17,Canceled,2018-04-17,low
32139,INN32140,2,0,3,6,Meal Plan 1,False,Room_Type 1,78,Online,False,0,0,89.25,1,2017-10-31,Canceled,2017-10-31,low
32141,INN32142,2,0,1,3,Meal Plan 1,False,Room_Type 1,196,Offline,False,0,0,80.75,1,2018-05-12,Not_Canceled,2018-05-12,low
32142,INN32143,2,0,2,5,Meal Plan 1,False,Room_Type 4,108,Online,False,0,0,121.37,0,2018-07-16,Canceled,2018-07-16,low
32143,INN32144,2,0,0,2,Not Selected,False,Room_Type 1,41,Online,False,0,0,107.1,0,2018-04-01,Not_Canceled,2018-04-01,low
32144,INN32145,3,0,1,3,Meal Plan 1,False,Room_Type 4,42,Online,False,0,0,144.23,0,2018-08-29,Canceled,2018-08-29,low
32145,INN32146,1,0,0,1,Meal Plan 1,False,Room_Type 1,0,Corporate,True,1,4,65.0,1,2018-03-16,Not_Canceled,2018-03-16,low
32146,INN32147,2,0,0,3,Meal Plan 1,False,Room_Type 1,157,Offline,False,0,0,68.0,0,2018-12-08,Not_Canceled,2018-12-08,low
32147,INN32148,2,0,2,1,Meal Plan 1,False,Room_Type 1,22,Online,False,0,0,88.33,1,2017-11-21,Not_Canceled,2017-11-21,high
32148,INN32149,1,0,0,2,Meal Plan 1,False,Room_Type 1,2,Online,True,11,4,77.5,0,2018-01-13,Not_Canceled,2018-01-13,low
32149,INN32150,2,0,0,3,Meal Plan 1,False,Room_Type 1,128,Online,False,0,0,118.8,1,2018-10-11,Canceled,2018-10-11,low
32150,INN32151,2,0,0,3,Meal Plan 1,False,Room_Type 1,65,Online,False,0,0,89.25,2,2017-10-22,Not_Canceled,2017-10-22,high
32151,INN32152,2,0,0,1,Meal Plan 1,False,Room_Type 1,105,Offline,False,0,0,75.0,0,2018-04-06,Canceled,2018-04-06,high
32152,INN32153,1,0,1,2,Meal Plan 1,False,Room_Type 1,0,Corporate,False,0,0,79.0,0,2018-03-14,Not_Canceled,2018-03-14,low
32154,INN32155,2,0,2,1,Meal Plan 1,False,Room_Type 1,68,Online,False,0,0,96.6,1,2018-10-30,Not_Canceled,2018-10-30,low
32155,INN32156,2,0,0,4,Not Selected,False,Room_Type 1,25,Offline,False,0,0,84.0,0,2018-07-12,Not_Canceled,2018-07-12,high
32156,INN32157,2,0,0,1,Meal Plan 1,False,Room_Type 1,0,Online,False,0,0,117.0,0,2017-12-30,Not_Canceled,2017-12-30,high
32157,INN32158,1,0,0,1,Meal Plan 1,False,Room_Type 1,216,Corporate,False,0,0,137.0,0,2018-11-22,Canceled,2018-11-22,high
32158,INN32159,2,0,1,1,Meal Plan 1,False,Room_Type 1,159,Offline,False,0,0,70.0,1,2018-04-09,Not_Canceled,2018-04-09,low
32160,INN32161,2,0,2,2,Not Selected,False,Room_Type 1,10,Online,False,0,0,94.91,1,2018-11-04,Not_Canceled,2018-11-04,low
32161,INN32162,1,0,0,2,Meal Plan 1,False,Room_Type 1,1,Online,False,0,0,71.7,0,2018-01-27,Not_Canceled,2018-01-27,low
32162,INN32163,2,0,1,2,Meal Plan 1,False,Room_Type 1,143,Online,False,0,0,120.0,1,2018-06-03,Not_Canceled,2018-06-03,low
32163,INN32164,2,1,0,1,Not Selected,False,Room_Type 1,30,Online,False,0,0,88.0,1,2018-11-18,Canceled,2018-11-18,high
32164,INN32165,2,0,0,1,Meal Plan 2,False,Room_Type 1,55,Offline,False,0,0,104.0,0,2018-04-06,Not_Canceled,2018-04-06,low
32165,INN32166,2,0,1,3,Meal Plan 1,False,Room_Type 1,65,Offline,False,0,0,80.75,0,2018-06-09,Not_Canceled,2018-06-09,high
32167,INN32168,1,0,0,1,Not Selected,False,Room_Type 1,138,Online,False,0,0,79.2,1,2018-11-12,Canceled,2018-11-12,low
32168,INN32169,2,2,0,2,Meal Plan 1,False,Room_Type 6,12,Online,False,0,0,171.0,0,2018-02-03,Canceled,2018-02-03,low
32171,INN32172,1,0,0,1,Meal Plan 1,False,Room_Type 1,87,Corporate,False,0,0,90.0,0,2017-09-11,Canceled,2017-09-11,high
32173,INN32174,3,0,0,1,Meal Plan 1,False,Room_Type 4,35,Online,False,0,0,132.3,0,2018-06-21,Canceled,2018-06-21,high
32174,INN32175,2,0,2,0,Meal Plan 2,False,Room_Type 1,275,Offline,False,0,0,110.0,0,2018-04-17,Canceled,2018-04-17,low
32175,INN32176,2,0,1,4,Meal Plan 1,False,Room_Type 1,143,Online,False,0,0,101.31,1,2018-08-31,Not_Canceled,2018-08-31,low
32176,INN32177,3,0,3,5,Meal Plan 2,False,Room_Type 1,185,Offline,False,0,0,150.4,0,2018-10-02,Canceled,2018-10-02,low
32177,INN32178,2,1,1,3,Meal Plan 1,False,Room_Type 1,87,Online,False,0,0,135.0,1,2018-10-10,Canceled,2018-10-10,low
32178,INN32179,2,0,2,3,Meal Plan 1,False,Room_Type 4,105,Online,False,0,0,139.5,0,2018-07-31,Canceled,2018-07-31,low
32179,INN32180,3,0,2,3,Meal Plan 1,False,Room_Type 4,55,Online,False,0,0,150.45,2,2018-05-12,Not_Canceled,2018-05-12,high
32180,INN32181,2,0,2,4,Meal Plan 1,False,Room_Type 1,94,Online,False,0,0,76.5,0,2017-08-01,Not_Canceled,2017-08-01,low
32181,INN32182,1,0,1,3,Meal Plan 1,False,Room_Type 4,65,Online,False,0,0,132.6,0,2018-05-09,Canceled,2018-05-09,high
32182,INN32183,2,0,2,4,Meal Plan 1,False,Room_Type 1,160,Offline,False,0,0,90.0,0,2018-04-27,Canceled,2018-04-27,low
32183,INN32184,2,0,0,3,Meal Plan 1,False,Room_Type 1,68,Online,False,0,0,105.3,1,2018-07-27,Canceled,2018-07-27,low
32184,INN32185,1,0,0,2,Meal Plan 1,False,Room_Type 1,0,Online,False,0,0,79.0,0,2018-01-19,Not_Canceled,2018-01-19,low
32185,INN32186,2,0,2,2,Not Selected,False,Room_Type 1,153,Offline,False,0,0,72.25,1,2018-10-16,Not_Canceled,2018-10-16,low
32186,INN32187,2,0,2,3,Meal Plan 1,False,Room_Type 4,81,Online,False,0,0,132.3,0,2018-10-08,Canceled,2018-10-08,high
32187,INN32188,2,0,6,13,Not Selected,False,Room_Type 1,130,Online,False,0,0,101.98,0,2018-08-20,Canceled,2018-08-20,high
32188,INN32189,2,0,2,0,Meal Plan 1,False,Room_Type 1,45,Online,False,0,0,135.9,1,2018-08-07,Not_Canceled,2018-08-07,low
32189,INN32190,2,0,0,2,Meal Plan 1,False,Room_Type 1,18,Online,False,0,0,121.0,0,2018-06-08,Canceled,2018-06-08,high
32190,INN32191,1,0,0,3,Meal Plan 1,False,Room_Type 1,5,Corporate,True,0,1,104.0,0,2018-06-14,Not_Canceled,2018-06-14,high
32191,INN32192,1,0,0,2,Meal Plan 1,False,Room_Type 4,123,Online,False,0,0,117.3,1,2018-05-06,Not_Canceled,2018-05-06,low
32192,INN32193,2,0,2,2,Meal Plan 1,False,Room_Type 1,134,Offline,False,0,0,65.0,0,2017-12-04,Not_Canceled,2017-12-04,low
32193,INN32194,2,0,1,2,Meal Plan 1,False,Room_Type 1,57,Online,False,0,0,78.3,0,2018-03-11,Canceled,2018-03-11,low
32194,INN32195,2,0,0,1,Meal Plan 1,False,Room_Type 1,8,Online,False,0,0,129.2,3,2018-06-04,Not_Canceled,2018-06-04,high
32195,INN32196,1,0,1,1,Meal Plan 1,False,Room_Type 1,43,Online,False,0,0,107.1,0,2018-04-02,Canceled,2018-04-02,low
32196,INN32197,2,0,1,0,Not Selected,False,Room_Type 1,20,Online,False,0,0,68.53,0,2018-09-11,Canceled,2018-09-11,low
32197,INN32198,2,0,0,3,Meal Plan 1,False,Room_Type 1,120,Online,False,0,0,72.25,2,2017-12-29,Not_Canceled,2017-12-29,low
32198,INN32199,3,0,0,3,Meal Plan 1,False,Room_Type 4,43,Online,False,0,0,150.3,0,2018-06-30,Canceled,2018-06-30,high
32199,INN32200,2,0,0,1,Meal Plan 1,True,Room_Type 1,1,Online,False,0,0,107.0,0,2018-01-06,Not_Canceled,2018-01-06,low
32200,INN32201,1,0,1,5,Meal Plan 1,False,Room_Type 1,16,Online,False,0,0,156.92,0,2018-11-07,Canceled,2018-11-07,low
32201,INN32202,2,1,0,3,Meal Plan 1,False,Room_Type 1,94,Online,False,0,0,109.8,0,2018-12-06,Canceled,2018-12-06,low
32202,INN32203,2,0,2,2,Not Selected,False,Room_Type 1,67,Online,False,0,0,49.09,1,2018-03-13,Not_Canceled,2018-03-13,low
32203,INN32204,2,0,2,3,Meal Plan 1,False,Room_Type 1,212,Offline,False,0,0,78.0,0,2018-05-20,Not_Canceled,2018-05-20,high
32204,INN32205,2,0,2,1,Meal Plan 2,False,Room_Type 1,220,Offline,False,0,0,156.0,1,2018-09-17,Canceled,2018-09-17,low
32206,INN32207,2,0,1,3,Meal Plan 1,False,Room_Type 1,75,Offline,False,0,0,80.0,0,2018-03-17,Canceled,2018-03-17,low
32207,INN32208,2,0,2,3,Meal Plan 1,False,Room_Type 1,177,Offline,False,0,0,68.68,1,2018-10-30,Not_Canceled,2018-10-30,low
32208,INN32209,2,0,1,5,Meal Plan 1,False,Room_Type 1,180,Offline,False,0,0,80.75,0,2018-05-23,Not_Canceled,2018-05-23,low
32209,INN32210,1,0,0,3,Meal Plan 1,False,Room_Type 1,166,Offline,False,0,0,110.0,0,2018-11-01,Canceled,2018-11-01,low
32211,INN32212,2,0,0,3,Meal Plan 1,False,Room_Type 1,52,Online,False,0,0,135.9,0,2018-07-27,Canceled,2018-07-27,low
32212,INN32213,2,0,0,3,Meal Plan 1,False,Room_Type 1,129,Online,False,0,0,126.9,0,2018-06-02,Canceled,2018-06-02,low
32213,INN32214,2,0,1,1,Not Selected,False,Room_Type 1,4,Online,False,0,0,109.0,0,2018-08-01,Canceled,2018-08-01,high
32215,INN32216,2,0,0,3,Meal Plan 1,False,Room_Type 1,279,Offline,False,0,0,110.0,0,2018-10-12,Canceled,2018-10-12,high
32216,INN32217,2,1,0,2,Meal Plan 1,False,Room_Type 1,22,Online,False,0,0,200.75,1,2018-09-15,Canceled,2018-09-15,low
32218,INN32219,3,0,0,3,Meal Plan 1,False,Room_Type 4,40,Online,False,0,0,168.3,0,2018-07-26,Canceled,2018-07-26,low
32219,INN32220,2,0,1,2,Not Selected,False,Room_Type 1,107,Online,False,0,0,108.0,1,2018-10-21,Not_Canceled,2018-10-21,low
32220,INN32221,2,0,0,1,Meal Plan 1,False,Room_Type 1,1,Online,False,0,0,83.0,0,2018-05-10,Not_Canceled,2018-05-10,low
32221,INN32222,2,0,2,2,Not Selected,False,Room_Type 1,38,Online,False,0,0,53.97,2,2018-02-06,Not_Canceled,2018-02-06,low
32222,INN32223,1,0,1,0,Meal Plan 1,False,Room_Type 1,3,Corporate,True,0,5,65.0,1,2018-12-19,Not_Canceled,2018-12-19,high
32223,INN32224,2,0,1,3,Meal Plan 1,False,Room_Type 1,85,Online,False,0,0,88.4,0,2018-11-24,Canceled,2018-11-24,low
32224,INN32225,2,0,0,1,Not Selected,False,Room_Type 1,0,Online,False,0,0,135.0,0,2017-12-31,Not_Canceled,2017-12-31,high
32225,INN32226,2,0,0,1,Not Selected,True,Room_Type 1,12,Online,False,0,0,90.0,0,2018-02-17,Not_Canceled,2018-02-17,low
32226,INN32227,2,0,1,1,Meal Plan 1,False,Room_Type 1,6,Online,False,0,0,116.0,0,2018-04-16,Not_Canceled,2018-04-16,low
32227,INN32228,2,0,1,2,Meal Plan 1,False,Room_Type 1,132,Offline,False,0,0,72.25,0,2018-07-01,Not_Canceled,2018-07-01,low
32228,INN32229,1,0,1,0,Meal Plan 1,False,Room_Type 1,0,Offline,False,0,0,76.5,0,2018-06-12,Not_Canceled,2018-06-12,high
32229,INN32230,2,0,1,1,Meal Plan 1,False,Room_Type 1,232,Online,False,0,0,131.4,1,2018-07-02,Canceled,2018-07-02,low
32230,INN32231,1,0,0,1,Meal Plan 1,False,Room_Type 1,99,Corporate,False,0,0,80.0,0,2018-02-19,Not_Canceled,2018-02-19,low
32231,INN32232,2,0,1,3,Meal Plan 1,False,Room_Type 1,23,Online,False,0,0,90.95,1,2017-11-12,Not_Canceled,2017-11-12,high
32232,INN32233,3,0,1,4,Meal Plan 1,True,Room_Type 6,232,Online,False,0,0,167.95,2,2018-08-22,Canceled,2018-08-22,low
32233,INN32234,2,0,2,4,Meal Plan 1,False,Room_Type 1,58,Online,False,0,0,119.85,1,2018-05-12,Not_Canceled,2018-05-12,high
32234,INN32235,2,0,1,0,Meal Plan 1,False,Room_Type 1,4,Corporate,False,0,0,64.0,0,2018-01-25,Not_Canceled,2018-01-25,low
32236,INN32237,3,0,1,0,Meal Plan 1,False,Room_Type 4,103,Online,False,0,0,151.2,0,2018-10-09,Canceled,2018-10-09,low
32237,INN32238,3,0,2,1,Meal Plan 1,False,Room_Type 1,111,Offline,False,0,0,96.9,0,2018-07-24,Canceled,2018-07-24,low
32239,INN32240,2,0,0,1,Meal Plan 1,False,Room_Type 4,28,Online,False,0,0,126.0,1,2018-06-21,Canceled,2018-06-21,high
32240,INN32241,1,0,2,1,Meal Plan 2,False,Room_Type 1,103,Offline,False,0,0,72.5,0,2017-07-18,Not_Canceled,2017-07-18,low
32241,INN32242,1,0,2,2,Meal Plan 1,False,Room_Type 1,157,Online,False,0,0,117.68,2,2018-11-06,Canceled,2018-11-06,low
32242,INN32243,2,0,2,3,Meal Plan 1,False,Room_Type 1,78,Online,False,0,0,82.45,0,2018-03-31,Not_Canceled,2018-03-31,high
32244,INN32245,2,0,2,2,Meal Plan 1,False,Room_Type 1,18,Online,False,0,0,68.07,0,2018-12-18,Not_Canceled,2018-12-18,low
